time	dest	src	seqn
07:43.159	1	9	14
07:43.791	1	4	14
07:45.397	1	2	14
07:45.585	1	10	14
08:01.955	1	4	15
08:02.744	1	5	15
08:03.037	1	6	15
08:05.921	1	8	15
08:07.030	1	10	15
08:09.166	1	9	15
08:12.187	1	2	15
08:12.594	1	7	15
08:13.732	1	3	15
08:31.961	1	8	16
08:32.569	1	10	16
08:34.185	1	6	16
08:35.018	1	9	16
08:35.641	1	7	16
08:36.838	1	4	16
08:37.084	1	3	16
08:38.486	1	5	16
08:42.046	1	2	16
09:02.087	1	5	17
09:02.219	1	8	17
09:02.866	1	2	17
09:03.838	1	9	17
09:07.505	1	6	17
09:09.328	1	10	17
09:09.404	1	3	17
09:14.064	1	4	17
09:14.868	1	7	17
09:32.029	1	6	18
09:32.320	1	8	18
09:33.499	1	10	18
09:34.253	1	9	18
09:36.822	1	5	18
09:40.890	1	2	18
09:41.759	1	4	18
09:42.032	1	7	18
09:45.928	1	3	18
10:00.390	1	8	19
10:00.835	1	2	19
10:01.663	1	10	19
10:02.373	1	3	19
10:03.474	1	6	19
10:03.549	1	4	19
10:04.446	1	7	19
10:11.704	1	5	19
10:13.385	1	9	19
10:31.054	1	8	20
10:32.626	1	5	20
10:34.132	1	2	20
10:35.546	1	10	20
10:40.556	1	4	20
10:43.772	1	6	20
10:43.862	1	9	20
10:44.935	1	3	20
10:45.040	1	7	20
11:03.373	1	6	21
11:05.807	1	9	21
11:09.233	1	2	21
11:10.437	1	8	21
11:12.408	1	4	21
11:12.773	1	10	21
11:13.416	1	5	21
11:13.671	1	3	21
11:14.399	1	7	21
11:32.243	1	7	22
11:32.846	1	9	22
11:33.228	1	4	22
11:33.275	1	5	22
11:38.107	1	6	22
11:39.164	1	8	22
11:40.968	1	2	22
11:44.468	1	10	22
11:45.272	1	3	22
12:01.257	1	10	23
12:03.842	1	3	23
12:06.470	1	2	23
12:07.105	1	9	23
12:07.643	1	4	23
12:13.217	1	6	23
12:13.509	1	5	23
12:14.359	1	8	23
12:14.438	1	7	23
12:30.648	1	8	24
12:31.206	1	9	24
12:32.701	1	6	24
12:36.006	1	3	24
12:36.907	1	7	24
12:38.741	1	2	24
12:39.103	1	5	24
12:41.264	1	10	24
12:42.775	1	4	24
13:01.252	1	4	25
13:01.655	1	2	25
13:03.821	1	7	25
13:03.889	1	3	25
13:04.156	1	8	25
13:07.709	1	6	25
13:10.116	1	10	25
13:13.276	1	9	25
13:13.361	1	5	25
13:31.380	1	6	26
13:40.197	1	4	26
13:41.415	1	7	26
13:41.508	1	8	26
13:41.936	1	10	26
13:42.115	1	3	26
13:42.265	1	2	26
13:45.579	1	5	26
13:45.940	1	9	26
14:01.323	1	9	27
14:01.795	1	6	27
14:04.828	1	8	27
14:07.007	1	2	27
14:07.960	1	10	27
14:08.810	1	3	27
14:14.236	1	4	27
14:14.306	1	5	27
14:15.173	1	7	27
14:32.050	1	9	28
14:32.905	1	10	28
14:36.742	1	8	28
14:38.391	1	7	28
14:39.178	1	2	28
14:40.298	1	5	28
14:40.748	1	6	28
14:42.600	1	3	28
14:45.495	1	4	28
15:01.607	1	3	29
15:02.245	1	9	29
15:02.618	1	7	29
15:04.343	1	2	29
15:04.650	1	5	29
15:05.818	1	6	29
15:08.374	1	8	29
15:10.596	1	4	29
15:10.944	1	10	29
15:31.666	1	4	30
15:32.304	1	10	30
15:34.336	1	8	30
15:35.787	1	6	30
15:36.102	1	7	30
15:41.944	1	2	30
15:42.494	1	5	30
15:43.279	1	3	30
15:44.041	1	9	30
16:01.374	1	10	31
16:02.330	1	4	31
16:10.076	1	6	31
16:10.110	1	7	31
16:11.796	1	2	31
16:12.094	1	8	31
16:12.694	1	3	31
16:15.393	1	9	31
16:15.939	1	5	31
16:34.624	1	2	32
16:36.196	1	7	32
16:37.421	1	10	32
16:38.303	1	3	32
16:40.935	1	6	32
16:43.236	1	5	32
16:44.265	1	8	32
16:44.713	1	4	32
16:45.682	1	9	32
17:01.255	1	6	33
17:02.882	1	2	33
17:06.429	1	8	33
17:08.221	1	9	33
17:09.837	1	5	33
17:13.148	1	10	33
17:13.248	1	3	33
17:13.439	1	4	33
17:15.328	1	7	33
17:30.634	1	4	34
17:32.632	1	10	34
17:32.782	1	7	34
17:33.802	1	6	34
17:34.827	1	2	34
17:38.287	1	3	34
17:39.312	1	8	34
17:42.980	1	9	34
17:43.572	1	5	34
18:00.790	1	7	35
18:02.924	1	4	35
18:03.546	1	3	35
18:06.574	1	5	35
18:07.022	1	2	35
18:09.779	1	6	35
18:10.139	1	10	35
18:10.581	1	9	35
18:11.539	1	8	35
18:33.717	1	3	36
18:33.764	1	6	36
18:34.149	1	7	36
18:38.315	1	9	36
18:40.166	1	5	36
18:40.811	1	10	36
18:42.023	1	8	36
18:42.491	1	2	36
18:45.431	1	4	36
19:03.173	1	5	37
19:07.031	1	8	37
19:08.381	1	3	37
19:08.522	1	6	37
19:08.783	1	4	37
19:12.405	1	2	37
19:13.993	1	7	37
19:14.198	1	9	37
19:14.726	1	10	37
19:35.703	1	8	38
19:36.015	1	2	38
19:37.662	1	6	38
19:39.571	1	7	38
19:40.335	1	10	38
19:40.650	1	4	38
19:42.490	1	3	38
19:44.259	1	5	38
19:44.916	1	9	38
20:01.117	1	8	39
20:02.627	1	4	39
20:04.203	1	7	39
20:04.392	1	5	39
20:07.709	1	3	39
20:13.451	1	6	39
20:13.780	1	10	39
20:13.999	1	2	39
20:15.768	1	9	39
20:38.625	1	7	40
20:39.003	1	9	40
20:41.072	1	4	40
20:41.814	1	5	40
20:42.358	1	2	40
20:42.726	1	8	40
20:44.078	1	10	40
20:45.310	1	6	40
20:45.482	1	3	40
21:02.834	1	3	41
21:08.853	1	5	41
21:09.130	1	6	41
21:12.928	1	2	41
21:13.611	1	4	41
21:13.671	1	8	41
21:14.135	1	9	41
21:15.283	1	7	41
21:15.679	1	10	41
21:31.969	1	8	42
21:33.069	1	3	42
21:35.975	1	2	42
21:36.370	1	4	42
21:40.154	1	6	42
21:41.523	1	10	42
21:42.212	1	5	42
21:44.258	1	7	42
21:45.855	1	9	42
22:05.971	1	4	43
22:07.070	1	8	43
22:08.141	1	7	43
22:08.956	1	9	43
22:11.202	1	2	43
22:11.218	1	10	43
22:12.099	1	6	43
22:14.282	1	5	43
22:14.701	1	3	43
22:31.397	1	6	44
22:34.694	1	2	44
22:35.014	1	10	44
22:37.123	1	3	44
22:40.712	1	7	44
22:43.541	1	4	44
22:43.804	1	8	44
22:44.329	1	5	44
22:45.690	1	9	44
23:02.705	1	4	45
23:05.532	1	7	45
23:09.662	1	3	45
23:11.056	1	5	45
23:11.498	1	6	45
23:13.866	1	10	45
23:14.073	1	9	45
23:14.187	1	8	45
23:14.546	1	2	45
23:38.022	1	3	46
23:38.177	1	10	46
23:38.232	1	6	46
23:40.814	1	4	46
23:41.995	1	9	46
23:43.780	1	2	46
23:44.258	1	8	46
23:44.533	1	7	46
23:44.541	1	5	46
24:01.633	1	7	47
24:02.615	1	6	47
24:05.509	1	4	47
24:07.284	1	9	47
24:07.913	1	2	47
24:08.592	1	3	47
24:08.720	1	5	47
24:10.578	1	8	47
24:12.233	1	10	47
24:32.743	1	7	48
24:35.560	1	3	48
24:36.143	1	9	48
24:37.655	1	10	48
24:38.537	1	6	48
24:41.086	1	8	48
24:43.632	1	2	48
24:44.244	1	5	48
24:44.306	1	4	48
25:03.844	1	8	49
25:05.689	1	5	49
25:07.733	1	2	49
25:08.826	1	6	49
25:08.938	1	7	49
25:09.350	1	3	49
25:10.694	1	10	49
25:12.158	1	4	49
25:14.463	1	9	49
25:31.978	1	4	50
25:32.445	1	8	50
25:33.054	1	10	50
25:33.157	1	5	50
25:36.378	1	9	50
25:37.468	1	2	50
25:39.685	1	6	50
25:40.357	1	3	50
25:41.735	1	7	50
26:01.087	1	7	51
26:02.393	1	4	51
26:03.015	1	8	51
26:03.177	1	10	51
26:05.431	1	5	51
26:06.010	1	9	51
26:06.850	1	2	51
26:07.209	1	3	51
26:10.005	1	6	51
26:32.029	1	3	52
26:32.772	1	2	52
26:33.514	1	6	52
26:33.930	1	7	52
26:34.009	1	5	52
26:34.987	1	9	52
26:36.179	1	8	52
26:40.093	1	10	52
26:41.525	1	4	52
27:01.432	1	9	53
27:02.272	1	6	53
27:02.382	1	10	53
27:03.002	1	4	53
27:05.375	1	7	53
27:06.062	1	8	53
27:09.619	1	5	53
27:11.444	1	3	53
27:14.062	1	2	53
27:31.921	1	2	54
27:32.476	1	10	54
27:33.274	1	7	54
27:35.443	1	6	54
27:35.984	1	8	54
27:41.947	1	4	54
27:42.053	1	3	54
27:42.603	1	5	54
27:43.730	1	9	54
28:03.773	1	8	55
28:03.861	1	5	55
28:06.607	1	6	55
28:07.986	1	4	55
28:12.108	1	10	55
28:13.331	1	9	55
28:13.844	1	7	55
28:14.241	1	2	55
28:15.998	1	3	55
28:30.633	1	8	56
28:31.530	1	10	56
28:36.891	1	7	56
28:39.346	1	4	56
28:40.065	1	9	56
28:43.717	1	6	56
28:43.788	1	2	56
28:44.032	1	5	56
28:45.296	1	3	56
29:02.697	1	5	57
29:02.948	1	9	57
29:06.765	1	2	57
29:08.118	1	7	57
29:08.412	1	6	57
29:10.397	1	3	57
29:10.453	1	8	57
29:15.069	1	10	57
29:15.416	1	4	57
29:32.131	1	3	58
29:32.209	1	6	58
29:33.999	1	8	58
29:34.163	1	10	58
29:36.870	1	9	58
29:39.108	1	2	58
29:40.463	1	4	58
29:40.696	1	7	58
29:40.806	1	5	58
30:02.273	1	10	59
